OnsetDate,CaseCount,Precipitation,Tave,Tmax,Tmin
2010/12/6,0,0,22.3,28.2,17.3
2010/12/7,0,0,17.7,23,15.6
2010/12/8,0,0,14.7,20.6,11.4
2010/12/9,0,0,14.9,21.5,8.7
2010/12/10,0,0,17,18.8,15.7
2010/12/11,0,0.6,15.5,17.1,14.5
2010/12/12,0,0.1,17.6,20.3,14.9
2010/12/13,0,0,20.8,25.8,17.4
2010/12/14,0,0.1,18.1,20.7,16.5
2010/12/15,0,5.5,13.5,16.5,9
2010/12/16,0,12.8,6.2,9,4.9
2010/12/17,0,0,6.8,14.9,1.8
2010/12/18,0,0,10.4,18.3,2.5
2010/12/19,0,0,16.8,21.7,12.5
2010/12/20,0,0,18.7,22.8,16.3
2010/12/21,0,0,19.2,25.3,17
2010/12/22,0,0,17.5,23.8,13.4
2010/12/23,0,0,16.3,24.1,11.1
2010/12/24,0,0,17.5,21.8,13.6
2010/12/25,0,5.2,12.1,19.2,8.1
2010/12/26,0,0.4,9.8,15.1,6.1
2010/12/27,0,0,9.9,18.3,3.4
2010/12/28,0,0,11.4,21.2,5.6
2010/12/29,0,0,13.2,22.9,7.4
2010/12/30,0,0,14.9,21.2,9.4
2010/12/31,0,0,13.4,19.2,9.6
2011/1/1,0,0,10.2,18.1,5.5
2011/1/2,0,0,9.8,12.7,6.2
2011/1/3,0,1.7,6.9,10.5,5.7
2011/1/4,0,16.8,6,7.7,4.6
2011/1/5,0,0,9,11.6,7.1
2011/1/6,0,0.3,8.7,10.3,7.6
2011/1/7,0,0,7,10.2,5.3
2011/1/8,0,0,10.1,15.9,5.1
2011/1/9,0,0.1,11,13.1,9.7
2011/1/10,0,0.1,9.1,11.7,7.4
2011/1/11,0,1.4,5.9,9.5,4.1
2011/1/12,0,6.4,5.5,8.7,2.6
2011/1/13,0,0,10.3,14.4,7.4
2011/1/14,0,0,13.6,21.7,8.2
2011/1/15,0,0,11.3,14.8,8.7
2011/1/16,0,0,7.6,13.8,3.3
2011/1/17,0,0,8.4,15.9,3.2
2011/1/18,0,0,11.3,18.1,5
2011/1/19,0,0,12.3,18.8,8.4
2011/1/20,0,0,9.9,13.3,8.1
2011/1/21,0,0,9.1,14.5,6.3
2011/1/22,0,0,7.1,11.6,3.8
2011/1/23,0,0,10.5,13.8,9
2011/1/24,0,0,9,11.1,7.6
2011/1/25,0,0,9.9,14,7.6
2011/1/26,0,0,11.4,17.6,7.6
2011/1/27,0,0,13.4,21.2,9.1
2011/1/28,0,0,12.4,15.6,10.5
2011/1/29,0,0,9.4,13.7,6.7
2011/1/30,0,0,8.7,14.7,4.4
2011/1/31,0,0,10.4,16.9,6
2011/2/1,0,0.1,12.2,18.1,8.5
2011/2/2,0,0,13.4,19.8,9.6
2011/2/3,0,0,15,22.1,10
2011/2/4,0,0,14.8,24.5,8.8
2011/2/5,0,0,14.6,25.1,9.1
2011/2/6,0,0,15.5,26.9,9.3
2011/2/7,0,0,17.9,25.9,12.4
2011/2/8,0,0,17.7,25.9,12.1
2011/2/9,0,0,19.2,25.5,14.2
2011/2/10,0,0,20.1,26.4,14.3
2011/2/11,0,0,14.2,21.8,12.6
2011/2/12,0,0,11.3,14.3,9.2
2011/2/13,0,24.8,9.2,12.2,8.6
2011/2/14,0,0,9.4,14.7,5.6
2011/2/15,0,11.8,7.2,11.2,6
2011/2/16,0,1.2,8.2,9,7.3
2011/2/17,0,0.1,10.6,12.6,8.8
2011/2/18,0,0.4,10.1,11.3,9.3
2011/2/19,0,6.9,9.5,10.7,8.7
2011/2/20,0,0,13,19,9.8
2011/2/21,0,0.1,14.6,18.3,12.7
2011/2/22,0,0.1,15.1,17.9,13.4
2011/2/23,0,0,17,20.8,14.5
2011/2/24,0,0,17.9,25.3,12.2
2011/2/25,0,0,19.3,26.4,13.9
2011/2/26,0,0,20,26.4,17.9
2011/2/27,0,0.1,20.3,25.4,17.4
2011/2/28,0,0,19.8,27.7,14.4
2011/3/1,0,0,18.7,27.5,15.6
2011/3/2,0,0,15.3,21,12.5
2011/3/3,0,0,16.9,23.7,12.8
2011/3/4,0,0,15,20.8,11.3
2011/3/5,0,0,17.4,21,13.6
2011/3/6,0,0.1,19.9,23.7,16.7
2011/3/7,0,0,15.9,20,13.8
2011/3/8,0,1.4,12.2,15.2,10.1
2011/3/9,0,11.3,12.6,13.5,11.9
2011/3/10,0,3.1,13.6,16,11.8
2011/3/11,0,0.1,14.1,16.7,12.7
2011/3/12,0,0,15.8,19.4,13.5
2011/3/13,0,0,19,25.1,13.5
2011/3/14,0,0,20,28.5,15.8
2011/3/15,0,0.1,15.9,22.6,11.5
2011/3/16,0,0.1,12.4,16.6,10.1
2011/3/17,0,0,13.7,16.9,11.6
2011/3/18,0,4.5,11.7,14.2,10.5
2011/3/19,0,28.9,14.4,16.4,11.3
2011/3/20,0,0.1,18.6,21.6,15.8
2011/3/21,0,0,23,26.8,20.3
2011/3/22,0,0,16,22.9,13.4
2011/3/23,0,0,13.4,16.1,11.2
2011/3/24,0,0,13.7,16,12.3
2011/3/25,0,0,15.2,19.8,12.2
2011/3/26,0,0,15.3,18.2,13.8
2011/3/27,0,0.1,12.3,15.1,9.9
2011/3/28,0,0.1,16.1,23.8,11.3
2011/3/29,0,0,16,23.3,10.8
2011/3/30,0,0.1,16.5,21.5,12.5
2011/3/31,0,0,18.5,25.6,12.8
2011/4/1,0,0,19.5,27.4,13.1
2011/4/2,0,0,20.8,27.9,14.9
2011/4/3,0,0,22.2,28.3,16.7
2011/4/4,0,0,16.5,23.8,15.2
2011/4/5,0,0,17.6,21.8,15.1
2011/4/6,0,0,19.5,25.5,16.8
2011/4/7,0,0,21.6,27.2,16.7
2011/4/8,0,0,22.2,28.2,18.7
2011/4/9,0,0,22.6,28.5,19
2011/4/10,0,0,22.4,29.3,17.7
2011/4/11,0,0,23.4,32.2,17.6
2011/4/12,0,0,23.9,27.1,20.9
2011/4/13,0,0,23.8,29.7,20.4
2011/4/14,0,0,22.9,29.6,17.1
2011/4/15,0,0,23.6,29.2,19.1
2011/4/16,0,0,25.8,30.1,22.5
2011/4/17,0,10.3,23.5,28,21.5
2011/4/18,0,0.1,23,29.3,20.2
2011/4/19,0,0,23.9,31.8,17.5
2011/4/20,0,0,22.1,27.5,16.1
2011/4/21,0,0,23,27.3,19.4
2011/4/22,0,0.1,24,28.5,21.8
2011/4/23,0,0.1,22.7,28.2,18.9
2011/4/24,0,0,22.3,30.4,16.6
2011/4/25,0,0,23.6,30.9,15.9
2011/4/26,0,0,23.9,30.6,17.9
2011/4/27,0,0,26.5,33.5,21.3
2011/4/28,0,0,26.3,32.6,23.2
2011/4/29,0,16.7,23,25.8,21.8
2011/4/30,0,0.9,24.2,27.6,22.3
2011/5/1,0,2,25.7,28.6,24.2
2011/5/2,0,1.2,26.2,29.8,24.6
2011/5/3,0,29.2,22.7,26.8,19.6
2011/5/4,0,9.6,18.6,20,17.7
2011/5/5,0,0.6,20.3,21.8,18.7
2011/5/6,0,0.6,24.7,28.9,20.9
2011/5/7,0,12.6,25.2,28.6,24.7
2011/5/8,0,0.1,26.1,30.4,23.9
2011/5/9,0,0,27.1,31.5,23.6
2011/5/10,0,0,28.1,31.8,25.4
2011/5/11,0,8.4,27.8,33.3,23
2011/5/12,0,20,26.8,33.7,23.2
2011/5/13,0,19.5,22.8,24.4,21.7
2011/5/14,0,0.2,22.6,24.8,21.4
2011/5/15,0,1,24.1,26.8,21.7
2011/5/16,0,11.4,24.9,27.9,23.2
2011/5/17,0,0.1,24.5,29.6,20.5
2011/5/18,0,0,25.5,31.1,20.4
2011/5/19,0,0,25.6,32,18.6
2011/5/20,0,0,27.1,32.2,22.3
2011/5/21,0,10.3,26.3,30.8,23
2011/5/22,0,54.3,24.9,28.3,23.3
2011/5/23,0,4.3,21.5,24,19.1
2011/5/24,0,0,22.3,27,18.5
2011/5/25,0,0,23.4,28.2,20.2
2011/5/26,0,0,24.3,30.4,19.2
2011/5/27,0,0,26.4,32,23.1
2011/5/28,0,0,26.5,32.4,20.7
2011/5/29,0,0,26.8,34.1,19.7
2011/5/30,0,0,27,31.4,23.5
2011/5/31,0,0,26.2,34.3,19.1
2011/6/1,0,0,27.6,35.1,21.4
2011/6/2,0,0,29,33.5,25.5
2011/6/3,0,0,28.9,33.9,26.7
2011/6/4,0,0.3,27.9,30.7,26.8
2011/6/5,0,0,29.4,32.9,26.5
2011/6/6,0,0.1,29.1,33.4,25.4
2011/6/7,0,6,28.9,33.6,25.6
2011/6/8,0,3.7,28.6,33,25.4
2011/6/9,0,0,30.3,34.9,27
2011/6/10,0,0,30.5,34.5,26.2
2011/6/11,0,9.5,27.8,32.6,25.6
2011/6/12,0,106.6,27,29.7,24
2011/6/13,0,4.2,28.2,32.1,25.3
2011/6/14,0,3.1,27.8,33.2,26
2011/6/15,0,0,29.3,32.9,26.3
2011/6/16,0,50.6,26.5,29.1,24.2
2011/6/17,0,9.9,26.6,29.6,25.4
2011/6/18,0,0,29,32.6,25.9
2011/6/19,0,18.8,27.5,32.5,24.5
2011/6/20,0,0,28.8,34.4,24.3
2011/6/21,0,25.6,28.1,35.5,24.4
2011/6/22,0,9.1,27.2,30.3,25
2011/6/23,0,14.4,27.2,30.9,25.1
2011/6/24,0,7.2,28,32.4,25.6
2011/6/25,0,0.1,28.4,34,24.3
2011/6/26,0,84.1,26.7,31.5,24.2
2011/6/27,0,15.9,27.9,34.4,25.1
2011/6/28,0,38.9,25.8,31,24.8
2011/6/29,0,66.7,25.2,26.2,24.5
2011/6/30,0,19.1,25.8,29.1,24.4
2011/7/1,0,12.4,28.1,32.2,25.9
2011/7/2,0,0,28.6,32.7,25.8
2011/7/3,0,0,28.9,33.8,25.5
2011/7/4,0,0,29.9,34.9,26
2011/7/5,0,0,30.1,34.8,25.1
2011/7/6,0,0,30.1,34.3,26.1
2011/7/7,0,0,30.2,34.3,26
2011/7/8,0,0,30.8,35.4,26.4
2011/7/9,0,32.1,27.1,32.8,24.7
2011/7/10,0,0,28.4,34.4,24.2
2011/7/11,0,61.1,27.9,33.5,23.8
2011/7/12,0,20.8,26.5,31.8,25.6
2011/7/13,0,0.2,28.9,33.3,25.3
2011/7/14,0,21.6,28.1,32.3,25.4
2011/7/15,0,38.5,27.6,32.7,25.1
2011/7/16,0,93.8,25.8,28.8,24.9
2011/7/17,0,1.9,27.7,33.1,24.5
2011/7/18,0,7.5,27.2,33.1,23.7
2011/7/19,0,1.3,24.8,28.9,23.5
2011/7/20,0,43.1,26.7,30.3,24.5
2011/7/21,0,0,28.7,32.9,25.3
2011/7/22,0,1.9,28.3,31.4,26.4
2011/7/23,0,0,29.8,34.5,25.7
2011/7/24,0,0,29.6,35.7,24.6
2011/7/25,0,0,30.3,36.4,25.6
2011/7/26,0,0,30.8,34.4,28.1
2011/7/27,0,0,29.5,34,25
2011/7/28,0,2.5,28.9,36.9,24
2011/7/29,0,1,27.7,32.9,25.1
2011/7/30,0,11.8,26.6,31.9,24.8
2011/7/31,0,12,27.3,33.4,24.4
2011/8/1,0,0,27.9,33.5,24.3
2011/8/2,0,0,29.3,35.2,24.7
2011/8/3,0,0,30,36,24.2
2011/8/4,0,0,29.4,35.5,24.6
2011/8/5,0,0,29.9,35.2,25.4
2011/8/6,0,0,30.1,35.6,25.8
2011/8/7,0,0,30.3,36.2,26.3
2011/8/8,0,2.3,27.3,33.2,26.1
2011/8/9,0,5.7,26.7,29.2,24.6
2011/8/10,0,12.8,26.7,29.7,24.7
2011/8/11,0,13.7,26.2,29.8,24.7
2011/8/12,0,2.3,28.9,33.4,25.5
2011/8/13,0,0,29.5,34.3,24.9
2011/8/14,0,0,29.6,34.3,25.8
2011/8/15,0,0,30.3,35.3,24.8
2011/8/16,0,0,30,35.3,25.5
2011/8/17,0,0.1,28.6,33.5,24.7
2011/8/18,0,0.3,27.9,34.1,24
2011/8/19,0,0,27.8,34.3,23.8
2011/8/20,0,0,28.5,34.9,23
2011/8/21,0,0,28.7,34.8,24.8
2011/8/22,0,0,29.2,35.4,24.6
2011/8/23,0,0,30.4,35.8,25.1
2011/8/24,0,0.3,29.2,35.1,26
2011/8/25,0,0,28.2,34.4,24.4
2011/8/26,0,0,28.8,34.8,24.9
2011/8/27,0,0,29.4,35.6,25.4
2011/8/28,0,0,29.6,35.4,25.2
2011/8/29,0,0,29.6,36.3,26
2011/8/30,0,0,29.7,36.4,25.1
2011/8/31,0,0.1,28.6,34.5,24
2011/9/1,0,24.1,25.6,27.5,23.9
2011/9/2,0,4.8,26.9,30.4,25.1
2011/9/3,0,9.5,26.9,31,25
2011/9/4,0,5.4,28.3,34.6,24.7
2011/9/5,0,6.4,28,33,25.5
2011/9/6,0,16.3,27.8,32.7,25.3
2011/9/7,0,0.1,28.3,33.4,24.5
2011/9/8,0,0,28.3,34.7,24.2
2011/9/9,0,0,28.5,34.3,24.7
2011/9/10,0,21.7,27.5,33.7,23.7
2011/9/11,0,0,27.6,33.5,23.6
2011/9/12,0,0.7,28.3,33.8,23.8
2011/9/13,0,0,29.2,34.1,24.9
2011/9/14,0,0,27.7,33,24.2
2011/9/15,0,11,26.6,33.5,22.9
2011/9/16,0,33.6,27.1,34.1,22.9
2011/9/17,0,0,27.8,34.1,23.9
2011/9/18,0,0,28,34.2,24
2011/9/19,0,22.6,25.4,31.3,23.3
2011/9/20,0,0,23.9,28.2,20.9
2011/9/21,0,0,23.3,28.6,19.1
2011/9/22,0,0,23.2,29.2,19.2
2011/9/23,0,0,23.9,30,20.5
2011/9/24,1,0,24.2,28,21.7
2011/9/25,0,0.1,24.1,27.4,22.6
2011/9/26,0,0.1,25.8,31.8,22.6
2011/9/27,0,0,27.2,33.4,23
2011/9/28,1,0,28.2,33.5,24
2011/9/29,1,16.1,26.6,29.5,24.4
2011/9/30,0,11.5,27.1,30.4,24.9
2011/10/1,0,3,27.1,31.6,24.5
2011/10/2,0,0.9,24.9,28.3,22.4
2011/10/3,1,2.1,20.9,23.5,18.1
2011/10/4,0,0.5,20.1,24.1,17.8
2011/10/5,0,0,22.1,26.8,18.9
2011/10/6,2,6.1,21.7,25.6,19.9
2011/10/7,0,0.1,23.2,29,20
2011/10/8,1,0,24.3,30.5,20.5
2011/10/9,0,0,25.2,31.6,20.6
2011/10/10,1,0,26.6,32,22.2
2011/10/11,1,0.5,25.1,27.7,23.7
2011/10/12,2,0.9,24.7,26.1,23.9
2011/10/13,2,44.3,23.8,27.3,22.3
2011/10/14,0,96.3,23,27.5,21.3
2011/10/15,2,0,22.7,28.5,20.3
2011/10/16,1,0,22.2,29.1,18
2011/10/17,2,0,22,29.5,16.9
2011/10/18,0,0,21.1,29,15.6
2011/10/19,2,0,21.4,28.4,17.2
2011/10/20,1,0,21.5,28.4,17.8
2011/10/21,0,0,22.2,29.3,17.3
2011/10/22,1,0,22.6,29.4,17.8
2011/10/23,2,0,23.6,29.2,19.6
2011/10/24,2,0,23.6,30.4,20
2011/10/25,0,0,22.6,27.1,19.9
2011/10/26,0,0,20.3,25,18.4
2011/10/27,0,0,22.1,27.8,19.4
2011/10/28,0,0,21.7,27.1,18.1
2011/10/29,0,0,21.3,26.2,18
2011/10/30,0,0,20.9,25.8,17.7
2011/10/31,0,0,21.3,27.6,17.6
2011/11/1,1,0,21.5,28.5,17.6
2011/11/2,0,0,23.2,29.6,18.5
2011/11/3,0,0,24.2,30.1,20
2011/11/4,0,0.1,25,30.9,21.8
2011/11/5,0,0,25.6,31.9,21.8
2011/11/6,0,0,26.3,31.2,23.8
2011/11/7,0,0,25.2,30.1,22.2
2011/11/8,0,21,21.7,25.1,19.7
2011/11/9,1,36.9,17,19.7,16.4
2011/11/10,1,0,18,21.4,15.4
2011/11/11,0,0,18.5,23.7,15.1
2011/11/12,1,0,19.3,26.4,14.8
2011/11/13,0,0,19.9,27.2,15.6
2011/11/14,0,0,20.7,27.8,16.6
2011/11/15,1,0,22.1,28.2,19.1
2011/11/16,1,0,21.8,28.2,17.9
2011/11/17,1,0.3,22.7,26.1,19.3
2011/11/18,0,6.1,22.9,25.1,21.6
2011/11/19,0,0.1,24.3,29.2,22.2
2011/11/20,0,0,20.3,25.8,14.9
2011/11/21,0,0.1,19,21.6,17.4
2011/11/22,0,0,20.5,25.6,17.6
2011/11/23,0,0,19.9,25.5,15.4
2011/11/24,0,0,18.3,24.8,14
2011/11/25,0,0,18.4,22.8,15.1
2011/11/26,0,0.2,18.3,22.3,16.6
2011/11/27,0,0,18.1,27,13.4
2011/11/28,0,0,18.5,27.2,13.2
2011/11/29,0,0,19.7,27.7,16.1
2011/11/30,0,0,20.8,27.6,15.8
2011/12/1,0,0,14.7,22,11
2011/12/2,0,0.1,10.8,15.7,8.2
2011/12/3,0,0,10.5,19.8,3.9
2011/12/4,0,0,12.8,22.3,6.6
2011/12/5,0,0,15.8,22.3,10.5
2011/12/6,0,0,19.7,25.2,16
2011/12/7,0,0,19.9,23,18.4
2011/12/8,0,0,15.3,18.4,12.9
2011/12/9,0,0,12.3,16.1,9
2011/12/10,0,0,10.9,15.3,7.4
2011/12/11,0,0,9.4,16.2,5.6
2011/12/12,0,0,11.6,19.2,7.5
2011/12/13,0,0,13.7,21.7,9.2
2011/12/14,0,0,14.5,22.4,9.9
2011/12/15,0,0,16.4,20.2,12.7
2011/12/16,0,0,14.6,18,11.8
2011/12/17,0,0,12.2,18,10
2011/12/18,0,0,12.7,20,8.6
2011/12/19,0,0,12.7,20.1,8.2
2011/12/20,0,0,15.5,22,9.6
2011/12/21,0,0,17.5,23.7,15.2
2011/12/22,0,0,15,19,12.2
2011/12/23,0,0,11.4,17.1,6.6
2011/12/24,0,0,10.9,15.6,7.8
2011/12/25,0,0,9.4,17.4,5.5
2011/12/26,0,0,12,20.1,5.9
2011/12/27,0,0,13.6,21.4,6.8
2011/12/28,0,0,15.8,24,10.5
2011/12/29,0,0,17,24,13
2011/12/30,0,0,14.4,18.2,11.9
2011/12/31,0,0,14.8,20.4,11.7
2012/1/1,0,0,14.7,20.1,10.3
2012/1/2,0,0,14.2,20.8,9.5
2012/1/3,0,0,15,18.8,12.7
2012/1/4,0,0,8.6,12.7,7.4
2012/1/5,0,8.5,5.4,7.4,4.1
2012/1/6,0,5.2,7.7,11,5.2
2012/1/7,0,0,9.5,12,8.1
2012/1/8,0,0,11.3,16.7,8.7
2012/1/9,0,0,12.2,19.3,8.2
2012/1/10,0,0,12.3,19.1,7.9
2012/1/11,0,0,14.6,19,11.7
2012/1/12,0,1.9,11.6,14.5,10.2
2012/1/13,0,1.7,12.9,16.7,10.5
2012/1/14,0,3.2,15.2,19,13
2012/1/15,0,21.7,13.8,15.6,12.7
2012/1/16,0,9.1,13.1,17,10.9
2012/1/17,0,0,13.3,18.7,10
2012/1/18,0,0,17,22.8,12.2
2012/1/19,0,2.4,17.7,20.6,14.6
2012/1/20,0,0.1,13.7,15.2,13
2012/1/21,0,0.6,12.2,13.8,10.7
2012/1/22,0,6.2,7.7,10.7,6.7
2012/1/23,0,7.5,6.6,9.6,4.4
2012/1/24,0,2,5.7,8,5.3
2012/1/25,0,1.7,6,8.2,3.5
2012/1/26,0,0.1,5.1,7.2,4
2012/1/27,0,0.4,8.3,11.1,5.5
2012/1/28,0,0.4,11.9,14.5,9.7
2012/1/29,0,0,11.7,15.8,9.9
2012/1/30,0,0,13.1,17.8,10.5
2012/1/31,0,0,12.7,19,9.8
2012/2/1,0,0,13.5,18.9,8.3
2012/2/2,0,0.3,13.4,15.5,12
2012/2/3,0,0.2,11.1,14.7,9.1
2012/2/4,0,0,13.3,17.8,9.1
2012/2/5,0,0,17,20.5,14.3
2012/2/6,0,1.3,19.3,23.5,16.9
2012/2/7,0,9.1,14.4,20.6,11.9
2012/2/8,0,2.4,9.8,13.6,7.8
2012/2/9,0,0,10,13.5,6.9
2012/2/10,0,0.1,9.3,12.5,7.4
2012/2/11,0,0,8.4,11.5,6.2
2012/2/12,0,0.1,11.7,16.3,7.9
2012/2/13,0,0,17.5,26.4,11.2
2012/2/14,0,0,21,26.8,16.8
2012/2/15,0,0.2,22.1,26.9,19.5
2012/2/16,0,0.8,13.3,22.6,11.8
2012/2/17,0,0,12.7,17.7,10
2012/2/18,0,0,12.1,17.3,8.5
2012/2/19,0,0,13,18.6,9.6
2012/2/20,0,0,12.5,16.7,7.4
2012/2/21,0,0,17.8,22.1,14.3
2012/2/22,0,10.1,19,20.9,17.2
2012/2/23,0,1.3,22,26.8,19.6
2012/2/24,0,6.9,21.5,23.1,19.4
2012/2/25,0,10.3,13.5,19.4,11.6
2012/2/26,0,2.1,9.5,11.6,8.6
2012/2/27,0,0.5,7.1,8.6,6.3
2012/2/28,0,21.9,9.6,13.9,6.2
2012/2/29,0,3.4,11.4,13.5,9.8
2012/3/1,0,0.3,13.8,16.2,11.8
2012/3/2,0,0,19.4,25.7,15.2
2012/3/3,0,0.1,16.9,19.7,15.3
2012/3/4,0,0,19.2,21.6,17.6
2012/3/5,0,0.1,21.6,24.7,19
2012/3/6,0,7.7,23.2,25.7,22.1
2012/3/7,0,31.2,17.9,23.4,15
2012/3/8,0,11.3,13.1,15,12.4
2012/3/9,0,2,11.3,12.4,10.3
2012/3/10,0,0,11,13.4,9.1
2012/3/11,0,1.9,9.7,11.5,8.7
2012/3/12,0,1.6,11.7,14,9.5
2012/3/13,0,0.2,12.4,14.5,11.3
2012/3/14,0,0.3,14.5,18,11.8
2012/3/15,0,0.8,17.8,21.4,15.6
2012/3/16,0,2.7,20.5,24.6,17.6
2012/3/17,0,0.1,21.5,25.9,19.9
2012/3/18,0,0,22.8,28.5,18.8
2012/3/19,0,0.1,21.8,26.4,18.7
2012/3/20,0,0,21.9,25.3,19.8
2012/3/21,0,0,21,23.6,19.8
2012/3/22,0,0.4,21.1,26.1,17.7
2012/3/23,0,0.1,17.4,22.5,12.3
2012/3/24,0,2.4,14.8,22.1,10.4
2012/3/25,0,0,16.4,25.3,11.4
2012/3/26,0,0,17.1,25.2,10.7
2012/3/27,0,0,17.9,26.7,10.5
2012/3/28,0,0,20.8,27.2,16
2012/3/29,0,0,21.7,27.2,17
2012/3/30,0,0.1,22.8,27.3,18.4
2012/3/31,0,1,21.5,26.2,19
2012/4/1,0,0,19.4,26.2,13.7
2012/4/2,0,0,21,25.9,16.2
2012/4/3,0,0,24.2,30.6,20.4
2012/4/4,0,0,22.7,26.5,19.5
2012/4/5,0,55,20.8,23.4,19.7
2012/4/6,0,22.9,19.6,21.5,17.9
2012/4/7,0,1,18.9,22.4,17.3
2012/4/8,0,13.9,18,19.3,17.1
2012/4/9,0,11.9,21.4,26.3,17.6
2012/4/10,0,0,24.3,29.3,21.3
2012/4/11,0,0,24.8,30.4,21.9
2012/4/12,0,0.2,25.3,29.8,22.3
2012/4/13,0,51.2,23.7,27.4,22.7
2012/4/14,0,0,25.2,30.1,22.3
2012/4/15,0,0,26.2,29.6,24.5
2012/4/16,0,16.7,25.1,28.9,23.2
2012/4/17,0,3.2,22.3,23.2,21.1
2012/4/18,0,11.8,21.3,22.2,20.7
2012/4/19,0,25.2,22,23.6,21.2
2012/4/20,0,52.8,21.4,23.5,20.6
2012/4/21,0,0,22.6,29.6,19.6
2012/4/22,0,0,23.6,30.2,17.8
2012/4/23,0,0.6,24,26.7,21.4
2012/4/24,0,4.6,26.1,29.2,22.8
2012/4/25,0,25.8,26.3,30,22.3
2012/4/26,0,0.4,23.4,29,20
2012/4/27,0,50.6,20.8,24,19.9
2012/4/28,0,13,23.5,26.9,20.6
2012/4/29,0,3.3,26.7,31.2,22.3
2012/4/30,0,1.1,27.8,31.5,25.7
2012/5/1,0,0,28.5,32.3,26.3
2012/5/2,0,0,28.6,34,25.6
2012/5/3,0,69.9,24.7,27.8,23.3
2012/5/4,0,0.1,27.5,33.8,23.5
2012/5/5,0,28.6,26.2,30.5,23.2
2012/5/6,0,16.2,25.5,30.5,23.6
2012/5/7,0,0.2,26.3,31.5,23.5
2012/5/8,0,0,28.6,34.1,25.2
2012/5/9,0,0,29.8,35.2,25.2
2012/5/10,0,0,28.9,35.1,25.7
2012/5/11,0,0.5,25.8,28.3,24.9
2012/5/12,0,0,26.3,31.1,23.3
2012/5/13,0,57,25.4,29.6,23.5
2012/5/14,0,0,28,33.1,24
2012/5/15,0,0,28.2,33.1,24.1
2012/5/16,0,0,26.5,32.1,23.1
2012/5/17,0,2.8,26.8,31.9,24.5
2012/5/18,0,51.8,25,28,23.8
2012/5/19,0,15.1,25.6,30.8,23.5
2012/5/20,0,0,27.5,33.2,23.7
2012/5/21,0,14.3,26,29.1,24.3
2012/5/22,0,0,25.9,29.5,22.3
2012/5/23,0,0,26.3,31.5,21.1
2012/5/24,0,0,27.3,32.4,21.2
2012/5/25,0,1.4,27.8,33,22.9
2012/5/26,0,0,26.8,30.8,24.5
2012/5/27,0,29.7,26.3,31,24.6
2012/5/28,0,3.1,25.6,29.2,24.9
2012/5/29,0,0.3,26.3,29.7,24.2
2012/5/30,0,0.1,26.4,31.5,23.4
2012/5/31,0,0.2,26.1,30.1,23.3
2012/6/1,0,0.9,26.1,31,22.8
2012/6/2,0,2.2,25.2,29.3,23.6
2012/6/3,0,0,26.2,29.8,23.5
2012/6/4,0,9.4,27,31.8,24.1
2012/6/5,0,0,28.7,33.4,24.1
2012/6/6,0,0,29.3,33.5,25.7
2012/6/7,0,0,29.6,34.4,24.7
2012/6/8,0,2,28,32.7,25.3
2012/6/9,0,0.1,30.1,34.6,26.5
2012/6/10,0,11.4,28.7,32.3,26
2012/6/11,0,0.6,28.8,31.2,26.9
2012/6/12,0,7.4,28.3,33.1,25.3
2012/6/13,0,0.1,27.5,31.7,25.7
2012/6/14,0,0,27.6,32.3,23.7
2012/6/15,0,31.1,28,33.5,24.6
2012/6/16,0,5.2,27.1,31.2,24.2
2012/6/17,0,3.6,26.2,31.1,24.8
2012/6/18,0,0.3,27.9,33.2,25.2
2012/6/19,0,9.5,28,35.2,25.3
2012/6/20,0,0.2,28.9,34.9,25.2
2012/6/21,0,49,26,30.1,24.9
2012/6/22,0,36.8,25.6,28.5,24.2
2012/6/23,0,65.2,26.3,29.8,25
2012/6/24,0,30.5,26.4,28.8,24.5
2012/6/25,0,11.1,26.5,29.8,25.4
2012/6/26,0,16.6,26.8,30.4,24.9
2012/6/27,0,0,28.3,31.4,26.8
2012/6/28,0,0,29.2,34.1,25.3
2012/6/29,0,0,29.4,35.7,24.6
2012/6/30,0,9.9,26.6,30.5,24.5
2012/7/1,0,0.1,26.3,31.4,23.8
2012/7/2,0,0,28.1,32.8,23.5
2012/7/3,0,0,28.3,33.2,23.6
2012/7/4,0,0,28.2,34.3,23.5
2012/7/5,0,2.6,26.5,32.5,24.6
2012/7/6,1,0.1,27.9,32,25.6
2012/7/7,0,6.8,28.2,31.5,25
2012/7/8,0,0.9,28,32.4,25.3
2012/7/9,0,0,28.8,33.5,26.5
2012/7/10,0,0,29.4,33.4,25.1
2012/7/11,0,0,29.9,34.3,26.6
2012/7/12,1,0,30,34.2,25.3
2012/7/13,1,1.7,29,33.2,26.1
2012/7/14,0,0,30.1,35.2,26.1
2012/7/15,0,4.3,30.1,34.7,26.6
2012/7/16,0,5.4,29.8,33.3,26.3
2012/7/17,0,0,29.7,32.6,27.3
2012/7/18,0,2.1,27.4,32.6,24.3
2012/7/19,1,0.3,28.2,35.4,23.7
2012/7/20,0,1.5,29.5,35.9,26.2
2012/7/21,0,0,29.6,36.8,25
2012/7/22,0,1.4,29.2,34.9,26.1
2012/7/23,0,1.9,27.8,32.1,25.6
2012/7/24,1,42,25.5,27.9,24.1
2012/7/25,0,44.5,24.8,26,23.9
2012/7/26,1,6,24.5,25.7,23.5
2012/7/27,0,11,24.9,27.2,23.9
